"iso3c","iso2c","capital_city","longitude","latitude","region","region_iso3c","income_level","income_level_iso3c","lending_type","standard_imf","bop_imf","short_name","long_name","wb2code","cen_popu","cen_agri","cen_bizz","svy_hous","svy_agri","svy_labr","svy_hlth","svy_bizz","system_na","baseyr_na","classif_industry","cpi_year","classif_hh_consump","compil_finance","compil_monetary","bizz_process","classif_emp","status_account","nso_name","nso_uri","wb_uri","spi_gap_url"
"SAU","SA","Riyadh",46.6977,24.6748,"Middle East & North Africa","MEA","High income","HIC","Not classified","Special Data Dissemination Standard (SDDS)","BPM6","Saudi Arabia","Kingdom of Saudi Arabia","SA","2022","2015",NA,"2018","2021","2023","2023","2022","2008 System of National Accounts methodology","Original chained constant price data are rescaled.","rev4","2018","COICOP","2014","MFS provided in Standardized Report Froms (MFSM 2000)","Generic Statistical Business Process Model (GSBPM)",NA,"noncash recording basis"," General Authority for Statistcs","https://www.stats.gov.sa/en",NA,NA
"SDN","SD","Khartoum",32.5363,15.5932,"Sub-Saharan Africa","SSF","Low income","LIC","IDA","Enhanced General Data Dissemination System (e-GDDS)","BPM6","Sudan","Republic of the Sudan","SD","2008",NA,NA,"2014","2021","2022","2021",NA,"1968 System of National Accounts methodology","1996","ISIC rev2","2007","COICOP","1986","MFS provided in Standardized Report Froms (MFSM 2000)",NA,NA,NA," Central Bureau of Statistics","http://www.cbs.gov.sd/","https://www.worldbank.org/en/country/sudan",NA
"SEN","SN","Dakar",-17.4734,14.7247,"Sub-Saharan Africa","SSF","Lower middle income","LMC","IDA","Special Data Dissemination Standard (SDDS)","BPM6","Senegal","Republic of Senegal","SN","2023","2023","2016","2021","2019","2019","2019","2013","2008 System of National Accounts methodology","2014","rev3","2014","COICOP","2014","MFS provided in Standardized Report Froms (MFSM 2000)",NA,NA,"noncash recording basis"," Agence Nationale de la Statistique de la Demographie","http://www.ansd.sn/","https://www.worldbank.org/en/country/senegal",NA
"SGP","SG","Singapore",103.85,1.28941,"East Asia & Pacific","EAS","High income","HIC","Not classified","Special Data Dissemination Standard (SDDS)","BPM6","Singapore","Republic of Singapore","SG","2020","2022",NA,"2022","2023","2023","2020","2023","2008 System of National Accounts methodology","Original chained constant price data are rescaled.","rev4","2019","COICOP","2014","SRFs Not Reported",NA,NA,"cash recording basis"," Singapore Department of Statistics","http://www.singstat.gov.sg/","https://www.worldbank.org/en/country/singapore",NA
"SLB","SB","Honiara",159.949,-9.42676,"East Asia & Pacific","EAS","Lower middle income","LMC","IDA","Enhanced General Data Dissemination System (e-GDDS)","BPM6","Solomon Islands","Solomon Islands","SB","2019",NA,NA,"2013",NA,NA,"2006",NA,"1993 System of National Accounts methodology","2012","rev3","2017","COICOP","other","MFS provided in Standardized Report Froms (MFSM 2000)",NA,NA,NA," Solomon Islands National Statistics Office","http://www.spc.int/prism/country/sb/stats/","https://www.worldbank.org/en/country/pacificislands",NA
"SLE","SL","Freetown",-13.2134,8.4821,"Sub-Saharan Africa","SSF","Low income","LIC","IDA","Enhanced General Data Dissemination System (e-GDDS)","BPM6","Sierra Leone","Republic of Sierra Leone","SL","2015",NA,"2022","2018","2022","2014","2019",NA,"1993 System of National Accounts methodology","2006","rev3","2021","COICOP","1986","MFS provided in Standardized Report Froms (MFSM 2000)",NA,NA,NA," Statistics Sierra Leone","http://www.statistics.sl/","https://www.worldbank.org/en/country/sierraleone",NA
"SLV","SV","San Salvador",-89.2073,13.7034,"Latin America & Caribbean","LCN","Upper middle income","UMC","IBRD","Special Data Dissemination Standard (SDDS)","BPM6","El Salvador","Republic of El Salvador","SV","2007","2008",NA,"2022",NA,"2016","2014",NA,"2008 System of National Accounts methodology","Original chained constant price data are rescaled.","rev4","2009","COICOP","1986","MFS provided in Standardized Report Froms (MFSM 2000)",NA,NA,"noncash recording basis"," Dirección General de Estadística y Censos","http://www.digestyc.gob.sv/","https://www.worldbank.org/en/country/elsalvador",NA
"SMR","SM","San Marino",12.4486,43.9322,"Europe & Central Asia","ECS","High income","HIC","Not classified","Enhanced General Data Dissemination System (e-GDDS)",NA,"San Marino","Republic of San Marino","SM",NA,NA,NA,NA,NA,NA,NA,NA,"1993 System of National Accounts methodology","2007",NA,"2010","COICOP",NA,"MFS provided in Standardized Report Froms (MFSM 2000)",NA,NA,NA," Office of Economic Planning Data Processing and Statistics","http://www.upeceds.sm/",NA,NA
"SOM","SO","Mogadishu",45.3254,2.07515,"Sub-Saharan Africa","SSF","Low income","LIC","IDA",NA,"BPM5 (Converted into BPM6 by IMF)","Somalia","Somali Democratic Republic","SO",NA,NA,NA,"1985","2022","2019","2006",NA,"2008 System of National Accounts methodology","2022","na","2014","COICOP",NA,"Non-Reporter",NA,NA,"cash recording basis",NA,NA,"https://www.worldbank.org/en/country/somalia",NA
"SRB","RS","Belgrade",20.4656,44.8024,"Europe & Central Asia","ECS","Upper middle income","UMC","IBRD","Enhanced General Data Dissemination System (e-GDDS)","BPM6","Serbia","Republic of Serbia","YF","2011","2023",NA,"2021","2018","2022","2019","2019","2008 System of National Accounts methodology","Original chained constant price data are rescaled.","rev4","annual chained","COICOP","1986","MFS provided in Standardized Report Froms (MFSM 2000)","Generic Statistical Business Process Model (GSBPM)","ICSE-93","Otherwise"," Statistical Office of the Republic of Serbia","http://webrzs.stat.gov.rs/WebSite/","https://www.worldbank.org/en/country/serbia",NA
"SSD","SS","Juba",31.6,4.85,"Sub-Saharan Africa","SSF","Low income","LIC","IDA",NA,"BPM6","South Sudan","Republic of South Sudan","SS","2008",NA,NA,"2016",NA,NA,"2010","2010","2008 System of National Accounts methodology","2009",NA,"2011","COICOP",NA,"MFS provided in Standardized Report Froms (MFSM 2000)",NA,NA,"Otherwise"," National Bureau of Statistics","http://ssnbs.org/","https://www.worldbank.org/en/country/southsudan",NA
"STP","ST","Sao Tome",6.6071,0.20618,"Sub-Saharan Africa","SSF","Lower middle income","LMC","IDA","Enhanced General Data Dissemination System (e-GDDS)","BPM6","São Tomé and Principe","Democratic Republic of São Tomé and Principe","ST","2012",NA,NA,"2017",NA,NA,"2019",NA,"1993 System of National Accounts methodology","2008","rev3","2014","COICOP","1986","MFS provided in Standardized Report Froms (MFSM 2000)",NA,NA,NA," Instituto Nacional de Estatisticas","http://www.ine.st/","https://www.worldbank.org/en/country/saotome",NA
"SUR","SR","Paramaribo",-55.1679,5.8232,"Latin America & Caribbean","LCN","Upper middle income","UMC","Blend","Enhanced General Data Dissemination System (e-GDDS)","BPM6","Suriname","Republic of Suriname","SR","2012","2008",NA,"2022",NA,NA,"2018",NA,"2008 System of National Accounts methodology","2015","rev3",NA,"COICOP","2001","MFS provided in Standardized Report Froms (MFSM 2000)",NA,NA,"Otherwise"," General Bureau of Statistics","http://www.statistics-suriname.org/","https://www.worldbank.org/en/country/caribbean",NA
"SVK","SK","Bratislava",17.1073,48.1484,"Europe & Central Asia","ECS","High income","HIC","Not classified","Special Data Dissemination Standard Plus (SDDS Plus)","BPM6","Slovak Republic","Slovak Republic","SK","2021","2020",NA,"2022","2020","2023","2019","2021","2008 System of National Accounts methodology","Original chained constant price data are rescaled.","rev4","annual chained","COICOP","ESA 2010","MFS provided in Standardized Report Froms (MFSM 2000)","Generic Statistical Business Process Model (GSBPM)","ICSE-93","noncash recording basis"," Statistical Office of the Slovak Republic","http://www.statistics.sk/","https://www.worldbank.org/en/country/eu",NA
"SVN","SI","Ljubljana",14.5044,46.0546,"Europe & Central Asia","ECS","High income","HIC","Not classified","Special Data Dissemination Standard Plus (SDDS Plus)","BPM6","Slovenia","Republic of Slovenia","SI","2021","2020",NA,"2022","2020","2023","2019","2021","2008 System of National Accounts methodology","Original chained constant price data are rescaled.","rev4","annual chained","COICOP","2014","MFS provided in Standardized Report Froms (MFSM 2000)","Generic Statistical Business Process Model (GSBPM)",NA,"noncash recording basis"," Statistical Office of the Republic of Slovenia","http://www.stat.si/","https://www.worldbank.org/en/country/eu",NA
"SWE","SE","Stockholm",18.0645,59.3327,"Europe & Central Asia","ECS","High income","HIC","Not classified","Special Data Dissemination Standard Plus (SDDS Plus)","BPM6","Sweden","Kingdom of Sweden","SE","2021","2020",NA,"2022","2020","2022","2019","2021","2008 System of National Accounts methodology","Original chained constant price data are rescaled.","rev4","annual chained","COICOP","ESA 2010","MFS provided in Standardized Report Froms (MFSM 2000)","Generic Statistical Business Process Model (GSBPM)","ICSE-93","noncash recording basis"," Statistics Sweden","http://www.scb.se/","https://www.worldbank.org/en/country/sweden",NA
"SWZ","SZ","Mbabane",31.4659,-26.5225,"Sub-Saharan Africa","SSF","Lower middle income","LMC","Blend","Enhanced General Data Dissemination System (e-GDDS)","BPM6","Eswatini","Kingdom of Eswatini","SZ","2017","2013","2011","2016",NA,"2023","2014",NA,"2008 System of National Accounts methodology","2011","rev4","2020","COICOP","2001","MFS provided in Standardized Report Froms (MFSM 2000)",NA,NA,NA," Central Statistical Office","http://www.swazistats.org.sz/","https://www.worldbank.org/en/country/eswatini",NA
"SXM","SX","Philipsburg",NA,NA,"Latin America & Caribbean","LCN","High income","HIC","Not classified",NA,"BPM6","Sint Maarten (Dutch part)","Sint Maarten (Dutch part)","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SYC","SC","Victoria",55.4466,-4.6309,"Sub-Saharan Africa","SSF","High income","HIC","IBRD","Special Data Dissemination Standard (SDDS)","BPM6","Seychelles","Republic of Seychelles","SC","2022","2011",NA,"2018",NA,"2020","2007",NA,"2008 System of National Accounts methodology","2014","rev4","2018","COICOP","2001","MFS provided in Standardized Report Froms (MFSM 2000)",NA,NA,"cash recording basis"," National Bureau of Statistics","http://www.nsb.gov.sc/","https://www.worldbank.org/en/country/seychelles",NA
"SYR","SY","Damascus",36.3119,33.5146,"Middle East & North Africa","MEA","Low income","LIC","IDA","Enhanced General Data Dissemination System (e-GDDS)","BPM5 (Converted into BPM6 by IMF)","Syrian Arab Republic","Syrian Arab Republic","SY","2004",NA,NA,"2022",NA,"2012","2010",NA,"1993 System of National Accounts methodology","2000","rev3","2005","COICOP","1986","MFS provided in Standardized Report Froms (MFSM 2000)",NA,NA,"Otherwise"," Central Bureau of Statistics","http://www.cbssyr.org/","https://www.worldbank.org/en/country/syria",NA
"TCA","TC","Grand Turk",-71.141389,21.4602778,"Latin America & Caribbean","LCN","High income","HIC","Not classified",NA,NA,"Turks and Caicos Islands","Turks and Caicos Islands","TC",NA,NA,NA,NA,NA,NA,"2019",NA,"1993 System of National Accounts methodology","2012",NA,NA,NA,NA,NA,NA,NA,NA," Department of Economic Planning and Statistics","http://www.depstc.org/",NA,NA
"TCD","TD","N'Djamena",15.0445,12.1048,"Sub-Saharan Africa","SSF","Low income","LIC","IDA","Enhanced General Data Dissemination System (e-GDDS)","BPM5 (Converted into BPM6 by IMF)","Chad","Republic of Chad","TD","2009",NA,NA,"2022","2021",NA,"2019",NA,"1993 System of National Accounts methodology","2005",NA,"annual chained","COICOP","1986","MFS provided in Standardized Report Froms (MFSM 2000)",NA,NA,"Otherwise"," Institut National de la Statistique des Etudes Economiques et Demographiques","http://www.inseed-tchad.org/","https://www.worldbank.org/en/country/chad",NA
"TGO","TG","Lome",1.2255,6.1228,"Sub-Saharan Africa","SSF","Low income","LIC","IDA","Enhanced General Data Dissemination System (e-GDDS)","BPM6","Togo","Republic of Togo","TG","2022","2012","2017","2021","2021","2017","2017",NA,"2008 System of National Accounts methodology","2016","rev4","2014","COICOP","1986","MFS provided in Standardized Report Froms (MFSM 2000)",NA,NA,NA," Direction Generale de la Statistique et de la Comptabilite Nationale","http://www.stat-togo.org/","https://www.worldbank.org/en/country/togo",NA
"THA","TH","Bangkok",100.521,13.7308,"East Asia & Pacific","EAS","Upper middle income","UMC","IBRD","Special Data Dissemination Standard (SDDS)","BPM6","Thailand","Kingdom of Thailand","TH","2010","2013","2012","2022","2014","2023","2019","2016","2008 System of National Accounts methodology","Original chained constant price data are rescaled.","rev4","2019","COICOP","2014","MFS provided in Standardized Report Froms (MFSM 2000)",NA,"ICSE-93","noncash recording basis"," National Statistical Office","http://www.nso.go.th/","https://www.worldbank.org/en/country/thailand",NA
"TJK","TJ","Dushanbe",68.7864,38.5878,"Europe & Central Asia","ECS","Lower middle income","LMC","IDA","Enhanced General Data Dissemination System (e-GDDS)","BPM6","Tajikistan","Republic of Tajikistan","TJ","2020","2013",NA,"2017",NA,"2018","2017","2002","1993 System of National Accounts methodology","Original chained constant price data are rescaled.","na","2000","Non-COICOP","2001","MFS provided in Standardized Report Froms (MFSM 2000)",NA,NA,"Otherwise"," State Statistical Committee of Tajikistan","http://www.stat.tj/","https://www.worldbank.org/en/country/tajikistan",NA
"TKM","TM","Ashgabat",58.3794,37.9509,"Europe & Central Asia","ECS","Upper middle income","UMC","IBRD",NA,"BPM5 (Converted into BPM6 by IMF)","Turkmenistan","Turkmenistan","TM","2022",NA,NA,"2003",NA,NA,"2019",NA,"1993 System of National Accounts methodology","Original chained constant price data are rescaled.","na",NA,"Non-COICOP",NA,"Non-Reporter",NA,NA,"Otherwise",NA,NA,"https://www.worldbank.org/en/country/turkmenistan",NA
"TLS","TL","Dili",125.567,-8.56667,"East Asia & Pacific","EAS","Lower middle income","LMC","Blend","Enhanced General Data Dissemination System (e-GDDS)",NA,"Timor-Leste","Democratic Republic of Timor-Leste","TP","2015","2019",NA,"2014",NA,"2021","2016","2018","2008 System of National Accounts methodology","2015","rev4","2018","COICOP","1986","MFS provided in Standardized Report Froms (MFSM 2000)",NA,NA,"cash recording basis"," Direcçáo Nacional de Estatistica","http://dne.mof.gov.tl/index.htm","https://www.worldbank.org/en/country/timor-leste",NA
"TON","TO","Nuku'alofa",-175.216,-21.136,"East Asia & Pacific","EAS","Upper middle income","UMC","IDA","Enhanced General Data Dissemination System (e-GDDS)","BPM6","Tonga","Kingdom of Tonga","TO","2016","2015",NA,"2021",NA,"2018","2019",NA,"1993 System of National Accounts methodology","2016/17","rev1","2018","COICOP","1986","MFS provided in Standardized Report Froms (MFSM 2000)",NA,NA,NA," Tonga Department of Statistics","http://www.spc.int/prism/Country/TO/stats/","https://www.worldbank.org/en/country/pacificislands",NA
"TTO","TT","Port-of-Spain",-61.4789,10.6596,"Latin America & Caribbean","LCN","High income","HIC","IBRD","Enhanced General Data Dissemination System (e-GDDS)","BPM6","Trinidad and Tobago","Republic of Trinidad and Tobago","TT","2011","2004",NA,"2005",NA,"2022","2011",NA,"2008 System of National Accounts methodology","2012","rev3","2015","COICOP","1986","MFS provided in Standardized Report Froms (MFSM 2000)",NA,NA,NA," Central Statistical Office","http://www.cso.gov.tt/","https://www.worldbank.org/en/country/caribbean",NA
"TUN","TN","Tunis",10.21,36.7899,"Middle East & North Africa","MEA","Lower middle income","LMC","IBRD","Special Data Dissemination Standard (SDDS)","BPM5 (Converted into BPM6 by IMF)","Tunisia","Republic of Tunisia","TN","2014","2005",NA,"2021","2018","2023","2018",NA,"1993 System of National Accounts methodology","2015","rev4","2015","COICOP","1986","MFS provided in Standardized Report Froms (MFSM 2000)",NA,NA,"Otherwise"," Institut national de la statistique","http://www.ins.nat.tn/","https://www.worldbank.org/en/country/tunisia",NA
"TUR","TR","Ankara",32.3606,39.7153,"Europe & Central Asia","ECS","Upper middle income","UMC","IBRD","Special Data Dissemination Standard (SDDS)","BPM6","Türkiye","Republic of Türkiye","TR","2021","2001",NA,"2022","2016","2023","2019","2016","2008 System of National Accounts methodology","Original chained constant price data are rescaled.","rev4","annual chained","COICOP","2014","MFS provided in Standardized Report Froms (MFSM 2000)","Generic Statistical Business Process Model (GSBPM)","ICSE-93","noncash recording basis"," Turkish Statistical Institute","http://www.turkstat.gov.tr/","https://www.worldbank.org/en/country/turkey",NA
"TUV","TV","Funafuti",179.089567,-8.6314877,"East Asia & Pacific","EAS","Upper middle income","UMC","IDA","Enhanced General Data Dissemination System (e-GDDS)","BPM6","Tuvalu","Tuvalu","TV","2017","2017",NA,"2010",NA,NA,"2019",NA,"1968 System of National Accounts methodology","2016","na",NA,"Non-COICOP",NA,"Non-Reporter",NA,NA,"Otherwise"," Central Statistics Department","http://www.spc.int/prism/country/tv/stats/","https://www.worldbank.org/en/country/pacificislands",NA
"TZA","TZ","Dodoma",35.7382,-6.17486,"Sub-Saharan Africa","SSF","Lower middle income","LMC","IDA","Enhanced General Data Dissemination System (e-GDDS)","BPM6","Tanzania","United Republic of Tanzania","TZ","2022","2019",NA,"2019","2021","2020","2022","2014","2008 System of National Accounts methodology","2015","rev3","2020","COICOP 2018","1986","MFS provided in Standardized Report Froms (MFSM 2000)",NA,"ICSE-93",NA," National Bureau of Statistics","http://www.nbs.go.tz/","https://www.worldbank.org/en/country/tanzania",NA
"UGA","UG","Kampala",32.5729,0.314269,"Sub-Saharan Africa","SSF","Low income","LIC","IDA","Enhanced General Data Dissemination System (e-GDDS)","BPM6","Uganda","Republic of Uganda","UG","2014","2008","2006","2019","2018","2021","2016","2006","2008 System of National Accounts methodology","2016/2017","rev4","2016","COICOP 2018","2014","MFS provided in Standardized Report Froms (MFSM 2000)",NA,"ICSE-93","cash recording basis"," Uganda Bureau of Statistics","http://www.ubos.org/","https://www.worldbank.org/en/country/uganda",NA
"UKR","UA","Kiev",30.5038,50.4536,"Europe & Central Asia","ECS","Upper middle income","UMC","IBRD","Special Data Dissemination Standard (SDDS)","BPM6","Ukraine","Ukraine","UA","2001",NA,NA,"2020","2014","2021","2012","2016","2008 System of National Accounts methodology","Original chained constant price data are rescaled.","rev4","annual chained","COICOP","2014","MFS provided in Standardized Report Froms (MFSM 2000)","Generic Statistical Business Process Model (GSBPM)","ICSE-93","cash recording basis"," The State Committee of Statistics of Ukraine","http://www.ukrstat.gov.ua/","https://www.worldbank.org/en/country/ukraine",NA
"URY","UY","Montevideo",-56.0675,-34.8941,"Latin America & Caribbean","LCN","High income","HIC","IBRD","Special Data Dissemination Standard (SDDS)","BPM6","Uruguay","Oriental Republic of Uruguay","UY","2023","2011",NA,"2022",NA,"2023","2015","2017","2008 System of National Accounts methodology","2016","rev4","2022","COICOP 2018","2014","MFS provided in Standardized Report Froms (MFSM 2000)",NA,NA,"cash recording basis"," Instituto Nacional de Estadística","http://www.ine.gub.uy/","https://www.worldbank.org/en/country/uruguay",NA
"USA","US","Washington D.C.",-77.032,38.8895,"North America","NAC","High income","HIC","Not classified","Special Data Dissemination Standard Plus (SDDS Plus)","BPM6","United States","United States of America","US","2020","2017",NA,"2022","2023","2023","2023","2023","2008 System of National Accounts methodology","Original chained constant price data are rescaled.","rev4","annual chained","COICOP","2014","MFS provided in Standardized Report Froms (MFSM 2000)","Generic Statistical Business Process Model (GSBPM)","NAICS","noncash recording basis"," Fedstats","https://fedstats.sites.usa.gov/","https://www.worldbank.org/en/country/unitedstates",NA
"UZB","UZ","Tashkent",69.269,41.3052,"Europe & Central Asia","ECS","Lower middle income","LMC","Blend","Enhanced General Data Dissemination System (e-GDDS)",NA,"Uzbekistan","Republic of Uzbekistan","UZ",NA,NA,NA,"2022","2023","2020","2022","2023","2008 System of National Accounts methodology","Original chained constant price data are rescaled.","nace rev2","annual chained","COICOP 2018","2014","MFS provided in Standardized Report Froms (MFSM 2000)","Generic Statistical Business Process Model (GSBPM)","ICSE-93","cash recording basis"," State Committee of the Republic of Uzbekistan on Statistics","http://www.stat.uz/","https://www.worldbank.org/en/country/uzbekistan",NA
"VCT","VC","Kingstown",-61.2653,13.2035,"Latin America & Caribbean","LCN","Upper middle income","UMC","Blend","Enhanced General Data Dissemination System (e-GDDS)","BPM6","St. Vincent and the Grenadines","St. Vincent and the Grenadines","VC","2023","2000",NA,"2018",NA,"2015","2013",NA,"2008 System of National Accounts methodology","2018","rev3","2010","COICOP","1986","MFS provided in Standardized Report Froms (MFSM 2000)",NA,NA,NA,NA,NA,"https://www.worldbank.org/en/country/caribbean",NA
"VEN","VE","Caracas",-69.8371,9.08165,"Latin America & Caribbean","LCN","Not classified","INX","IBRD","Enhanced General Data Dissemination System (e-GDDS)","BPM6","Venezuela","República Bolivariana de Venezuela","VE","2021","2008",NA,"2006",NA,"2017","2003",NA,NA,NA,"ISIC rev2","2007","Non-COICOP","1986","MFS provided in Standardized Report Froms (MFSM 2000)",NA,NA,"Otherwise"," Instituto Nacional de Estadística","http://www.ine.gov.ve/","https://www.worldbank.org/en/country/venezuela",NA
"VGB","VG","Road Town",-64.623056,18.431389,"Latin America & Caribbean","LCN","High income","HIC","Not classified",NA,NA,"British Virgin Islands","British Virgin Islands","VG",NA,NA,NA,NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VIR","VI","Charlotte Amalie",-64.8963,18.3358,"Latin America & Caribbean","LCN","High income","HIC","Not classified",NA,NA,"Virgin Islands","Virgin Islands of the United States","VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VNM","VN","Hanoi",105.825,21.0069,"East Asia & Pacific","EAS","Lower middle income","LMC","IBRD","Enhanced General Data Dissemination System (e-GDDS)","BPM6","Viet Nam","Socialist Republic of Viet Nam","VN","2019","2020","2008","2022","2014","2023","2020","2016","1993 System of National Accounts methodology","2010","rev4","2019","COICOP","1986","SRFs Not Reported","Generic Statistical Business Process Model (GSBPM)",NA,"Otherwise"," General Statistics Office","http://www.gso.gov.vn/","https://www.worldbank.org/en/country/vietnam",NA
"VUT","VU","Port-Vila",168.321,-17.7404,"East Asia & Pacific","EAS","Lower middle income","LMC","IDA","Enhanced General Data Dissemination System (e-GDDS)","BPM6","Vanuatu","Republic of Vanuatu","VU","2016","2007",NA,"2019",NA,NA,"2013","2001","1993 System of National Accounts methodology","2006","na",NA,"COICOP","1986","MFS provided in Standardized Report Froms (MFSM 2000)",NA,NA,NA," Vanuatu National Statistics Office","http://www.spc.int/prism/Country/VU/stats/","https://www.worldbank.org/en/country/pacificislands",NA
"WSM","WS","Apia",-171.752,-13.8314,"East Asia & Pacific","EAS","Lower middle income","LMC","IDA","Enhanced General Data Dissemination System (e-GDDS)","BPM6","Samoa","Independent State of Samoa","WS","2016","2019",NA,"2019","2015","2022","2019","2013","1993 System of National Accounts methodology","2013","rev3","2016","COICOP","2001","MFS provided in Standardized Report Froms (MFSM 2000)",NA,NA,"cash recording basis"," Samoa Bureau of Statistics","http://www.sbs.gov.ws/","https://www.worldbank.org/en/country/pacificislands",NA
"XKX","XK","Pristina",20.926,42.565,"Europe & Central Asia","ECS","Upper middle income","UMC","IDA","Enhanced General Data Dissemination System (e-GDDS)","BPM6","Kosovo","Republic of Kosovo","XK","2011","2020",NA,"2018","2019","2022","2019","2019","2008 System of National Accounts methodology","Original chained constant price data are rescaled.","NACE REV2","annual chained","COICOP","2014",NA,NA,NA,NA,NA,NA,"https://www.worldbank.org/en/country/kosovo",NA
"YEM","YE","Sana'a",44.2075,15.352,"Middle East & North Africa","MEA","Low income","LIC","IDA","Enhanced General Data Dissemination System (e-GDDS)","BPM5 (Converted into BPM6 by IMF)","Yemen","Republic of Yemen","RY","2004","2002",NA,"2014","2021","2014","2013","2004","1993 System of National Accounts methodology","1990","rev3","2008","Non-COICOP","1986","SRFs Not Reported",NA,NA,"Otherwise",NA,NA,"https://www.worldbank.org/en/country/yemen",NA
"ZAF","ZA","Pretoria",28.1871,-25.746,"Sub-Saharan Africa","SSF","Upper middle income","UMC","IBRD","Special Data Dissemination Standard (SDDS)","BPM6","South Africa","Republic of South Africa","ZA","2022","2018","2021","2019","2016","2023","2016",NA,"2008 System of National Accounts methodology","2015","rev3","2021","COICOP","2014","MFS provided in Standardized Report Froms (MFSM 2000)","Generic Statistical Business Process Model (GSBPM)",NA,"cash recording basis"," Statistics South Africa","http://www.statssa.gov.za/","https://www.worldbank.org/en/country/southafrica",NA
"ZMB","ZM","Lusaka",28.2937,-15.3982,"Sub-Saharan Africa","SSF","Lower middle income","LMC","IDA","Enhanced General Data Dissemination System (e-GDDS)","BPM6","Zambia","Republic of Zambia","ZM","2022","2000",NA,"2022","2015","2022","2018",NA,"2008 System of National Accounts methodology","2010","rev3","2009","COICOP","2001","MFS provided in Standardized Report Froms (MFSM 2000)",NA,NA,NA," Central Statistical Office of Zambia","http://www.zamstats.gov.zm/","https://www.worldbank.org/en/country/zambia",NA
"ZWE","ZW","Harare",31.0672,-17.8312,"Sub-Saharan Africa","SSF","Lower middle income","LMC","Blend","Enhanced General Data Dissemination System (e-GDDS)","BPM6","Zimbabwe","Republic of Zimbabwe","ZW","2022",NA,"2013","2019","2022","2022","2019",NA,"2008 System of National Accounts methodology","2019","rev3","2020","COICOP","2001","MFS provided in Standardized Report Froms (MFSM 2000)",NA,NA,NA," ZIMSTAT","http://www.zimstat.co.zw/","https://www.worldbank.org/en/country/zimbabwe",NA
