"iso3c","short_name","type","value","label","axis","year_lab"
"PNG","Papua New Guinea","cen_popu",2011,"Population & Housing census","value","2011"
"PNG","Papua New Guinea","svy_hlth",2016,"Health/Demographic survey","value","2016"
"PNG","Papua New Guinea","cen_agri",,"Agriculture census","value",
"PNG","Papua New Guinea","svy_agri",,"Agriculture survey","value",
"PNG","Papua New Guinea","cen_bizz",,"Business/establishment census","value",
"PNG","Papua New Guinea","svy_bizz",,"Business/establishment survey","value",
"PNG","Papua New Guinea","svy_hous",2009,"Household Survey on income/consumption/etc.","value","2009"
"PNG","Papua New Guinea","svy_labr",,"Labor Force Survey","value",
"PRY","Paraguay","cen_popu",2022,"Population & Housing census","value","2022"
"PRY","Paraguay","svy_hlth",2016,"Health/Demographic survey","value","2016"
"PRY","Paraguay","cen_agri",2022,"Agriculture census","value","2022"
"PRY","Paraguay","svy_agri",2014,"Agriculture survey","value","2014"
"PRY","Paraguay","cen_bizz",,"Business/establishment census","value",
"PRY","Paraguay","svy_bizz",2016,"Business/establishment survey","value","2016"
"PRY","Paraguay","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"PRY","Paraguay","svy_labr",2017,"Labor Force Survey","value","2017"
"PER","Peru","cen_popu",2017,"Population & Housing census","value","2017"
"PER","Peru","svy_hlth",2018,"Health/Demographic survey","value","2018"
"PER","Peru","cen_agri",2012,"Agriculture census","value","2012"
"PER","Peru","svy_agri",2018,"Agriculture survey","value","2018"
"PER","Peru","cen_bizz",,"Business/establishment census","value",
"PER","Peru","svy_bizz",2018,"Business/establishment survey","value","2018"
"PER","Peru","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"PER","Peru","svy_labr",2023,"Labor Force Survey","value","2023"
"PHL","Philippines","cen_popu",2015,"Population & Housing census","value","2015"
"PHL","Philippines","svy_hlth",2022,"Health/Demographic survey","value","2022"
"PHL","Philippines","cen_agri",2012,"Agriculture census","value","2012"
"PHL","Philippines","svy_agri",2022,"Agriculture survey","value","2022"
"PHL","Philippines","cen_bizz",2018,"Business/establishment census","value","2018"
"PHL","Philippines","svy_bizz",2018,"Business/establishment survey","value","2018"
"PHL","Philippines","svy_hous",2021,"Household Survey on income/consumption/etc.","value","2021"
"PHL","Philippines","svy_labr",2022,"Labor Force Survey","value","2022"
"POL","Poland","cen_popu",2021,"Population & Housing census","value","2021"
"POL","Poland","svy_hlth",2020,"Health/Demographic survey","value","2020"
"POL","Poland","cen_agri",2020,"Agriculture census","value","2020"
"POL","Poland","svy_agri",2020,"Agriculture survey","value","2020"
"POL","Poland","cen_bizz",,"Business/establishment census","value",
"POL","Poland","svy_bizz",2018,"Business/establishment survey","value","2018"
"POL","Poland","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"POL","Poland","svy_labr",2023,"Labor Force Survey","value","2023"
"PRT","Portugal","cen_popu",2021,"Population & Housing census","value","2021"
"PRT","Portugal","svy_hlth",2019,"Health/Demographic survey","value","2019"
"PRT","Portugal","cen_agri",2020,"Agriculture census","value","2020"
"PRT","Portugal","svy_agri",2020,"Agriculture survey","value","2020"
"PRT","Portugal","cen_bizz",,"Business/establishment census","value",
"PRT","Portugal","svy_bizz",2021,"Business/establishment survey","value","2021"
"PRT","Portugal","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"PRT","Portugal","svy_labr",2023,"Labor Force Survey","value","2023"
"PRI","Puerto Rico","cen_popu",2000,"Population & Housing census","value","2000"
"PRI","Puerto Rico","svy_hlth",,"Health/Demographic survey","value",
"PRI","Puerto Rico","cen_agri",,"Agriculture census","value",
"PRI","Puerto Rico","svy_agri",,"Agriculture survey","value",
"PRI","Puerto Rico","cen_bizz",,"Business/establishment census","value",
"PRI","Puerto Rico","svy_bizz",,"Business/establishment survey","value",
"PRI","Puerto Rico","svy_hous",,"Household Survey on income/consumption/etc.","value",
"PRI","Puerto Rico","svy_labr",,"Labor Force Survey","value",
"QAT","Qatar","cen_popu",2015,"Population & Housing census","value","2015"
"QAT","Qatar","svy_hlth",2012,"Health/Demographic survey","value","2012"
"QAT","Qatar","cen_agri",2000,"Agriculture census","value","2000"
"QAT","Qatar","svy_agri",,"Agriculture survey","value",
"QAT","Qatar","cen_bizz",,"Business/establishment census","value",
"QAT","Qatar","svy_bizz",2023,"Business/establishment survey","value","2023"
"QAT","Qatar","svy_hous",2012,"Household Survey on income/consumption/etc.","value","2012"
"QAT","Qatar","svy_labr",2020,"Labor Force Survey","value","2020"
"ROU","Romania","cen_popu",2022,"Population & Housing census","value","2022"
"ROU","Romania","svy_hlth",2019,"Health/Demographic survey","value","2019"
"ROU","Romania","cen_agri",2020,"Agriculture census","value","2020"
"ROU","Romania","svy_agri",2016,"Agriculture survey","value","2016"
"ROU","Romania","cen_bizz",,"Business/establishment census","value",
"ROU","Romania","svy_bizz",2018,"Business/establishment survey","value","2018"
"ROU","Romania","svy_hous",2021,"Household Survey on income/consumption/etc.","value","2021"
"ROU","Romania","svy_labr",2022,"Labor Force Survey","value","2022"
"RUS","Russia","cen_popu",2021,"Population & Housing census","value","2021"
"RUS","Russia","svy_hlth",2008,"Health/Demographic survey","value","2008"
"RUS","Russia","cen_agri",2016,"Agriculture census","value","2016"
"RUS","Russia","svy_agri",2014,"Agriculture survey","value","2014"
"RUS","Russia","cen_bizz",,"Business/establishment census","value",
"RUS","Russia","svy_bizz",2015,"Business/establishment survey","value","2015"
"RUS","Russia","svy_hous",2020,"Household Survey on income/consumption/etc.","value","2020"
"RUS","Russia","svy_labr",2023,"Labor Force Survey","value","2023"
"RWA","Rwanda","cen_popu",2022,"Population & Housing census","value","2022"
"RWA","Rwanda","svy_hlth",2019,"Health/Demographic survey","value","2019"
"RWA","Rwanda","cen_agri",2022,"Agriculture census","value","2022"
"RWA","Rwanda","svy_agri",2020,"Agriculture survey","value","2020"
"RWA","Rwanda","cen_bizz",2022,"Business/establishment census","value","2022"
"RWA","Rwanda","svy_bizz",2018,"Business/establishment survey","value","2018"
"RWA","Rwanda","svy_hous",2018,"Household Survey on income/consumption/etc.","value","2018"
"RWA","Rwanda","svy_labr",2023,"Labor Force Survey","value","2023"
"WSM","Samoa","cen_popu",2016,"Population & Housing census","value","2016"
"WSM","Samoa","svy_hlth",2019,"Health/Demographic survey","value","2019"
"WSM","Samoa","cen_agri",2019,"Agriculture census","value","2019"
"WSM","Samoa","svy_agri",2015,"Agriculture survey","value","2015"
"WSM","Samoa","cen_bizz",,"Business/establishment census","value",
"WSM","Samoa","svy_bizz",2013,"Business/establishment survey","value","2013"
"WSM","Samoa","svy_hous",2019,"Household Survey on income/consumption/etc.","value","2019"
"WSM","Samoa","svy_labr",2022,"Labor Force Survey","value","2022"
"SMR","San Marino","cen_popu",,"Population & Housing census","value",
"SMR","San Marino","svy_hlth",,"Health/Demographic survey","value",
"SMR","San Marino","cen_agri",,"Agriculture census","value",
"SMR","San Marino","svy_agri",,"Agriculture survey","value",
"SMR","San Marino","cen_bizz",,"Business/establishment census","value",
"SMR","San Marino","svy_bizz",,"Business/establishment survey","value",
"SMR","San Marino","svy_hous",,"Household Survey on income/consumption/etc.","value",
"SMR","San Marino","svy_labr",,"Labor Force Survey","value",
"SAU","Saudi Arabia","cen_popu",2022,"Population & Housing census","value","2022"
"SAU","Saudi Arabia","svy_hlth",2023,"Health/Demographic survey","value","2023"
"SAU","Saudi Arabia","cen_agri",2015,"Agriculture census","value","2015"
"SAU","Saudi Arabia","svy_agri",2021,"Agriculture survey","value","2021"
"SAU","Saudi Arabia","cen_bizz",,"Business/establishment census","value",
"SAU","Saudi Arabia","svy_bizz",2022,"Business/establishment survey","value","2022"
"SAU","Saudi Arabia","svy_hous",2018,"Household Survey on income/consumption/etc.","value","2018"
"SAU","Saudi Arabia","svy_labr",2023,"Labor Force Survey","value","2023"
"SEN","Senegal","cen_popu",2023,"Population & Housing census","value","2023"
"SEN","Senegal","svy_hlth",2019,"Health/Demographic survey","value","2019"
"SEN","Senegal","cen_agri",2023,"Agriculture census","value","2023"
"SEN","Senegal","svy_agri",2019,"Agriculture survey","value","2019"
"SEN","Senegal","cen_bizz",2016,"Business/establishment census","value","2016"
"SEN","Senegal","svy_bizz",2013,"Business/establishment survey","value","2013"
"SEN","Senegal","svy_hous",2021,"Household Survey on income/consumption/etc.","value","2021"
"SEN","Senegal","svy_labr",2019,"Labor Force Survey","value","2019"
"SRB","Serbia","cen_popu",2011,"Population & Housing census","value","2011"
"SRB","Serbia","svy_hlth",2019,"Health/Demographic survey","value","2019"
"SRB","Serbia","cen_agri",2023,"Agriculture census","value","2023"
"SRB","Serbia","svy_agri",2018,"Agriculture survey","value","2018"
"SRB","Serbia","cen_bizz",,"Business/establishment census","value",
"SRB","Serbia","svy_bizz",2019,"Business/establishment survey","value","2019"
"SRB","Serbia","svy_hous",2021,"Household Survey on income/consumption/etc.","value","2021"
"SRB","Serbia","svy_labr",2022,"Labor Force Survey","value","2022"
"SYC","Seychelles","cen_popu",2022,"Population & Housing census","value","2022"
"SYC","Seychelles","svy_hlth",2007,"Health/Demographic survey","value","2007"
"SYC","Seychelles","cen_agri",2011,"Agriculture census","value","2011"
"SYC","Seychelles","svy_agri",,"Agriculture survey","value",
"SYC","Seychelles","cen_bizz",,"Business/establishment census","value",
"SYC","Seychelles","svy_bizz",,"Business/establishment survey","value",
"SYC","Seychelles","svy_hous",2018,"Household Survey on income/consumption/etc.","value","2018"
"SYC","Seychelles","svy_labr",2020,"Labor Force Survey","value","2020"
"SLE","Sierra Leone","cen_popu",2015,"Population & Housing census","value","2015"
"SLE","Sierra Leone","svy_hlth",2019,"Health/Demographic survey","value","2019"
"SLE","Sierra Leone","cen_agri",,"Agriculture census","value",
"SLE","Sierra Leone","svy_agri",2022,"Agriculture survey","value","2022"
"SLE","Sierra Leone","cen_bizz",2022,"Business/establishment census","value","2022"
"SLE","Sierra Leone","svy_bizz",,"Business/establishment survey","value",
"SLE","Sierra Leone","svy_hous",2018,"Household Survey on income/consumption/etc.","value","2018"
"SLE","Sierra Leone","svy_labr",2014,"Labor Force Survey","value","2014"
"SGP","Singapore","cen_popu",2020,"Population & Housing census","value","2020"
"SGP","Singapore","svy_hlth",2020,"Health/Demographic survey","value","2020"
"SGP","Singapore","cen_agri",2022,"Agriculture census","value","2022"
"SGP","Singapore","svy_agri",2023,"Agriculture survey","value","2023"
"SGP","Singapore","cen_bizz",,"Business/establishment census","value",
"SGP","Singapore","svy_bizz",2023,"Business/establishment survey","value","2023"
"SGP","Singapore","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"SGP","Singapore","svy_labr",2023,"Labor Force Survey","value","2023"
"SXM","Sint Maarten (Dutch part)","cen_popu",,"Population & Housing census","value",
"SXM","Sint Maarten (Dutch part)","svy_hlth",,"Health/Demographic survey","value",
"SXM","Sint Maarten (Dutch part)","cen_agri",,"Agriculture census","value",
"SXM","Sint Maarten (Dutch part)","svy_agri",,"Agriculture survey","value",
"SXM","Sint Maarten (Dutch part)","cen_bizz",,"Business/establishment census","value",
"SXM","Sint Maarten (Dutch part)","svy_bizz",,"Business/establishment survey","value",
"SXM","Sint Maarten (Dutch part)","svy_hous",,"Household Survey on income/consumption/etc.","value",
"SXM","Sint Maarten (Dutch part)","svy_labr",,"Labor Force Survey","value",
"SVK","Slovak Republic","cen_popu",2021,"Population & Housing census","value","2021"
"SVK","Slovak Republic","svy_hlth",2019,"Health/Demographic survey","value","2019"
"SVK","Slovak Republic","cen_agri",2020,"Agriculture census","value","2020"
"SVK","Slovak Republic","svy_agri",2020,"Agriculture survey","value","2020"
"SVK","Slovak Republic","cen_bizz",,"Business/establishment census","value",
"SVK","Slovak Republic","svy_bizz",2021,"Business/establishment survey","value","2021"
"SVK","Slovak Republic","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"SVK","Slovak Republic","svy_labr",2023,"Labor Force Survey","value","2023"
"SVN","Slovenia","cen_popu",2021,"Population & Housing census","value","2021"
"SVN","Slovenia","svy_hlth",2019,"Health/Demographic survey","value","2019"
"SVN","Slovenia","cen_agri",2020,"Agriculture census","value","2020"
"SVN","Slovenia","svy_agri",2020,"Agriculture survey","value","2020"
"SVN","Slovenia","cen_bizz",,"Business/establishment census","value",
"SVN","Slovenia","svy_bizz",2021,"Business/establishment survey","value","2021"
"SVN","Slovenia","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"SVN","Slovenia","svy_labr",2023,"Labor Force Survey","value","2023"
"SLB","Solomon Islands","cen_popu",2019,"Population & Housing census","value","2019"
"SLB","Solomon Islands","svy_hlth",2006,"Health/Demographic survey","value","2006"
"SLB","Solomon Islands","cen_agri",,"Agriculture census","value",
"SLB","Solomon Islands","svy_agri",,"Agriculture survey","value",
"SLB","Solomon Islands","cen_bizz",,"Business/establishment census","value",
"SLB","Solomon Islands","svy_bizz",,"Business/establishment survey","value",
"SLB","Solomon Islands","svy_hous",2013,"Household Survey on income/consumption/etc.","value","2013"
"SLB","Solomon Islands","svy_labr",,"Labor Force Survey","value",
"SOM","Somalia","cen_popu",,"Population & Housing census","value",
"SOM","Somalia","svy_hlth",2006,"Health/Demographic survey","value","2006"
"SOM","Somalia","cen_agri",,"Agriculture census","value",
"SOM","Somalia","svy_agri",2022,"Agriculture survey","value","2022"
"SOM","Somalia","cen_bizz",,"Business/establishment census","value",
"SOM","Somalia","svy_bizz",,"Business/establishment survey","value",
"SOM","Somalia","svy_hous",1985,"Household Survey on income/consumption/etc.","value","1985"
"SOM","Somalia","svy_labr",2019,"Labor Force Survey","value","2019"
"ZAF","South Africa","cen_popu",2022,"Population & Housing census","value","2022"
"ZAF","South Africa","svy_hlth",2016,"Health/Demographic survey","value","2016"
"ZAF","South Africa","cen_agri",2018,"Agriculture census","value","2018"
"ZAF","South Africa","svy_agri",2016,"Agriculture survey","value","2016"
"ZAF","South Africa","cen_bizz",2021,"Business/establishment census","value","2021"
"ZAF","South Africa","svy_bizz",,"Business/establishment survey","value",
"ZAF","South Africa","svy_hous",2019,"Household Survey on income/consumption/etc.","value","2019"
"ZAF","South Africa","svy_labr",2023,"Labor Force Survey","value","2023"
"SSD","South Sudan","cen_popu",2008,"Population & Housing census","value","2008"
"SSD","South Sudan","svy_hlth",2010,"Health/Demographic survey","value","2010"
"SSD","South Sudan","cen_agri",,"Agriculture census","value",
"SSD","South Sudan","svy_agri",,"Agriculture survey","value",
"SSD","South Sudan","cen_bizz",,"Business/establishment census","value",
"SSD","South Sudan","svy_bizz",2010,"Business/establishment survey","value","2010"
"SSD","South Sudan","svy_hous",2016,"Household Survey on income/consumption/etc.","value","2016"
"SSD","South Sudan","svy_labr",,"Labor Force Survey","value",
"ESP","Spain","cen_popu",2021,"Population & Housing census","value","2021"
"ESP","Spain","svy_hlth",2019,"Health/Demographic survey","value","2019"
"ESP","Spain","cen_agri",2020,"Agriculture census","value","2020"
"ESP","Spain","svy_agri",2020,"Agriculture survey","value","2020"
"ESP","Spain","cen_bizz",,"Business/establishment census","value",
"ESP","Spain","svy_bizz",2021,"Business/establishment survey","value","2021"
"ESP","Spain","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"ESP","Spain","svy_labr",2023,"Labor Force Survey","value","2023"
"LKA","Sri Lanka","cen_popu",2012,"Population & Housing census","value","2012"
"LKA","Sri Lanka","svy_hlth",2014,"Health/Demographic survey","value","2014"
"LKA","Sri Lanka","cen_agri",2013,"Agriculture census","value","2013"
"LKA","Sri Lanka","svy_agri",2016,"Agriculture survey","value","2016"
"LKA","Sri Lanka","cen_bizz",2013,"Business/establishment census","value","2013"
"LKA","Sri Lanka","svy_bizz",2018,"Business/establishment survey","value","2018"
"LKA","Sri Lanka","svy_hous",2019,"Household Survey on income/consumption/etc.","value","2019"
"LKA","Sri Lanka","svy_labr",2022,"Labor Force Survey","value","2022"
"KNA","St. Kitts and Nevis","cen_popu",2022,"Population & Housing census","value","2022"
"KNA","St. Kitts and Nevis","svy_hlth",2010,"Health/Demographic survey","value","2010"
"KNA","St. Kitts and Nevis","cen_agri",2000,"Agriculture census","value","2000"
"KNA","St. Kitts and Nevis","svy_agri",,"Agriculture survey","value",
"KNA","St. Kitts and Nevis","cen_bizz",,"Business/establishment census","value",
"KNA","St. Kitts and Nevis","svy_bizz",,"Business/establishment survey","value",
"KNA","St. Kitts and Nevis","svy_hous",2017,"Household Survey on income/consumption/etc.","value","2017"
"KNA","St. Kitts and Nevis","svy_labr",,"Labor Force Survey","value",
"LCA","St. Lucia","cen_popu",2022,"Population & Housing census","value","2022"
"LCA","St. Lucia","svy_hlth",2012,"Health/Demographic survey","value","2012"
"LCA","St. Lucia","cen_agri",2007,"Agriculture census","value","2007"
"LCA","St. Lucia","svy_agri",,"Agriculture survey","value",
"LCA","St. Lucia","cen_bizz",,"Business/establishment census","value",
"LCA","St. Lucia","svy_bizz",,"Business/establishment survey","value",
"LCA","St. Lucia","svy_hous",2015,"Household Survey on income/consumption/etc.","value","2015"
"LCA","St. Lucia","svy_labr",2022,"Labor Force Survey","value","2022"
"MAF","St. Martin (French part)","cen_popu",,"Population & Housing census","value",
"MAF","St. Martin (French part)","svy_hlth",,"Health/Demographic survey","value",
"MAF","St. Martin (French part)","cen_agri",,"Agriculture census","value",
"MAF","St. Martin (French part)","svy_agri",,"Agriculture survey","value",
"MAF","St. Martin (French part)","cen_bizz",,"Business/establishment census","value",
"MAF","St. Martin (French part)","svy_bizz",,"Business/establishment survey","value",
"MAF","St. Martin (French part)","svy_hous",,"Household Survey on income/consumption/etc.","value",
"MAF","St. Martin (French part)","svy_labr",,"Labor Force Survey","value",
"VCT","St. Vincent and the Grenadines","cen_popu",2023,"Population & Housing census","value","2023"
"VCT","St. Vincent and the Grenadines","svy_hlth",2013,"Health/Demographic survey","value","2013"
"VCT","St. Vincent and the Grenadines","cen_agri",2000,"Agriculture census","value","2000"
"VCT","St. Vincent and the Grenadines","svy_agri",,"Agriculture survey","value",
"VCT","St. Vincent and the Grenadines","cen_bizz",,"Business/establishment census","value",
"VCT","St. Vincent and the Grenadines","svy_bizz",,"Business/establishment survey","value",
"VCT","St. Vincent and the Grenadines","svy_hous",2018,"Household Survey on income/consumption/etc.","value","2018"
"VCT","St. Vincent and the Grenadines","svy_labr",2015,"Labor Force Survey","value","2015"
"SDN","Sudan","cen_popu",2008,"Population & Housing census","value","2008"
"SDN","Sudan","svy_hlth",2021,"Health/Demographic survey","value","2021"
"SDN","Sudan","cen_agri",,"Agriculture census","value",
"SDN","Sudan","svy_agri",2021,"Agriculture survey","value","2021"
"SDN","Sudan","cen_bizz",,"Business/establishment census","value",
"SDN","Sudan","svy_bizz",,"Business/establishment survey","value",
"SDN","Sudan","svy_hous",2014,"Household Survey on income/consumption/etc.","value","2014"
"SDN","Sudan","svy_labr",2022,"Labor Force Survey","value","2022"
"SUR","Suriname","cen_popu",2012,"Population & Housing census","value","2012"
"SUR","Suriname","svy_hlth",2018,"Health/Demographic survey","value","2018"
"SUR","Suriname","cen_agri",2008,"Agriculture census","value","2008"
"SUR","Suriname","svy_agri",,"Agriculture survey","value",
"SUR","Suriname","cen_bizz",,"Business/establishment census","value",
"SUR","Suriname","svy_bizz",,"Business/establishment survey","value",
"SUR","Suriname","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"SUR","Suriname","svy_labr",,"Labor Force Survey","value",
"SWE","Sweden","cen_popu",2021,"Population & Housing census","value","2021"
"SWE","Sweden","svy_hlth",2019,"Health/Demographic survey","value","2019"
"SWE","Sweden","cen_agri",2020,"Agriculture census","value","2020"
"SWE","Sweden","svy_agri",2020,"Agriculture survey","value","2020"
"SWE","Sweden","cen_bizz",,"Business/establishment census","value",
"SWE","Sweden","svy_bizz",2021,"Business/establishment survey","value","2021"
"SWE","Sweden","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"SWE","Sweden","svy_labr",2022,"Labor Force Survey","value","2022"
"CHE","Switzerland","cen_popu",2021,"Population & Housing census","value","2021"
"CHE","Switzerland","svy_hlth",2019,"Health/Demographic survey","value","2019"
"CHE","Switzerland","cen_agri",2020,"Agriculture census","value","2020"
"CHE","Switzerland","svy_agri",2020,"Agriculture survey","value","2020"
"CHE","Switzerland","cen_bizz",,"Business/establishment census","value",
"CHE","Switzerland","svy_bizz",2021,"Business/establishment survey","value","2021"
"CHE","Switzerland","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"CHE","Switzerland","svy_labr",2023,"Labor Force Survey","value","2023"
"SYR","Syrian Arab Republic","cen_popu",2004,"Population & Housing census","value","2004"
"SYR","Syrian Arab Republic","svy_hlth",2010,"Health/Demographic survey","value","2010"
"SYR","Syrian Arab Republic","cen_agri",,"Agriculture census","value",
"SYR","Syrian Arab Republic","svy_agri",,"Agriculture survey","value",
"SYR","Syrian Arab Republic","cen_bizz",,"Business/establishment census","value",
"SYR","Syrian Arab Republic","svy_bizz",,"Business/establishment survey","value",
"SYR","Syrian Arab Republic","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"SYR","Syrian Arab Republic","svy_labr",2012,"Labor Force Survey","value","2012"
"STP","São Tomé and Principe","cen_popu",2012,"Population & Housing census","value","2012"
"STP","São Tomé and Principe","svy_hlth",2019,"Health/Demographic survey","value","2019"
"STP","São Tomé and Principe","cen_agri",,"Agriculture census","value",
"STP","São Tomé and Principe","svy_agri",,"Agriculture survey","value",
"STP","São Tomé and Principe","cen_bizz",,"Business/establishment census","value",
"STP","São Tomé and Principe","svy_bizz",,"Business/establishment survey","value",
"STP","São Tomé and Principe","svy_hous",2017,"Household Survey on income/consumption/etc.","value","2017"
"STP","São Tomé and Principe","svy_labr",,"Labor Force Survey","value",
"TJK","Tajikistan","cen_popu",2020,"Population & Housing census","value","2020"
"TJK","Tajikistan","svy_hlth",2017,"Health/Demographic survey","value","2017"
"TJK","Tajikistan","cen_agri",2013,"Agriculture census","value","2013"
"TJK","Tajikistan","svy_agri",,"Agriculture survey","value",
"TJK","Tajikistan","cen_bizz",,"Business/establishment census","value",
"TJK","Tajikistan","svy_bizz",2002,"Business/establishment survey","value","2002"
"TJK","Tajikistan","svy_hous",2017,"Household Survey on income/consumption/etc.","value","2017"
"TJK","Tajikistan","svy_labr",2018,"Labor Force Survey","value","2018"
"TZA","Tanzania","cen_popu",2022,"Population & Housing census","value","2022"
"TZA","Tanzania","svy_hlth",2022,"Health/Demographic survey","value","2022"
"TZA","Tanzania","cen_agri",2019,"Agriculture census","value","2019"
"TZA","Tanzania","svy_agri",2021,"Agriculture survey","value","2021"
"TZA","Tanzania","cen_bizz",,"Business/establishment census","value",
"TZA","Tanzania","svy_bizz",2014,"Business/establishment survey","value","2014"
"TZA","Tanzania","svy_hous",2019,"Household Survey on income/consumption/etc.","value","2019"
"TZA","Tanzania","svy_labr",2020,"Labor Force Survey","value","2020"
"THA","Thailand","cen_popu",2010,"Population & Housing census","value","2010"
"THA","Thailand","svy_hlth",2019,"Health/Demographic survey","value","2019"
"THA","Thailand","cen_agri",2013,"Agriculture census","value","2013"
"THA","Thailand","svy_agri",2014,"Agriculture survey","value","2014"
"THA","Thailand","cen_bizz",2012,"Business/establishment census","value","2012"
"THA","Thailand","svy_bizz",2016,"Business/establishment survey","value","2016"
"THA","Thailand","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"THA","Thailand","svy_labr",2023,"Labor Force Survey","value","2023"
"BHS","The Bahamas","cen_popu",2022,"Population & Housing census","value","2022"
"BHS","The Bahamas","svy_hlth",,"Health/Demographic survey","value",
"BHS","The Bahamas","cen_agri",,"Agriculture census","value",
"BHS","The Bahamas","svy_agri",,"Agriculture survey","value",
"BHS","The Bahamas","cen_bizz",,"Business/establishment census","value",
"BHS","The Bahamas","svy_bizz",2010,"Business/establishment survey","value","2010"
"BHS","The Bahamas","svy_hous",2013,"Household Survey on income/consumption/etc.","value","2013"
"BHS","The Bahamas","svy_labr",2023,"Labor Force Survey","value","2023"
"GMB","The Gambia","cen_popu",2013,"Population & Housing census","value","2013"
"GMB","The Gambia","svy_hlth",2019,"Health/Demographic survey","value","2019"
"GMB","The Gambia","cen_agri",2012,"Agriculture census","value","2012"
"GMB","The Gambia","svy_agri",2005,"Agriculture survey","value","2005"
"GMB","The Gambia","cen_bizz",2014,"Business/establishment census","value","2014"
"GMB","The Gambia","svy_bizz",,"Business/establishment survey","value",
"GMB","The Gambia","svy_hous",2020,"Household Survey on income/consumption/etc.","value","2020"
"GMB","The Gambia","svy_labr",2023,"Labor Force Survey","value","2023"
"TLS","Timor-Leste","cen_popu",2015,"Population & Housing census","value","2015"
"TLS","Timor-Leste","svy_hlth",2016,"Health/Demographic survey","value","2016"
"TLS","Timor-Leste","cen_agri",2019,"Agriculture census","value","2019"
"TLS","Timor-Leste","svy_agri",,"Agriculture survey","value",
"TLS","Timor-Leste","cen_bizz",,"Business/establishment census","value",
"TLS","Timor-Leste","svy_bizz",2018,"Business/establishment survey","value","2018"
"TLS","Timor-Leste","svy_hous",2014,"Household Survey on income/consumption/etc.","value","2014"
"TLS","Timor-Leste","svy_labr",2021,"Labor Force Survey","value","2021"
"TGO","Togo","cen_popu",2022,"Population & Housing census","value","2022"
"TGO","Togo","svy_hlth",2017,"Health/Demographic survey","value","2017"
"TGO","Togo","cen_agri",2012,"Agriculture census","value","2012"
"TGO","Togo","svy_agri",2021,"Agriculture survey","value","2021"
"TGO","Togo","cen_bizz",2017,"Business/establishment census","value","2017"
"TGO","Togo","svy_bizz",,"Business/establishment survey","value",
"TGO","Togo","svy_hous",2021,"Household Survey on income/consumption/etc.","value","2021"
"TGO","Togo","svy_labr",2017,"Labor Force Survey","value","2017"
"TON","Tonga","cen_popu",2016,"Population & Housing census","value","2016"
"TON","Tonga","svy_hlth",2019,"Health/Demographic survey","value","2019"
"TON","Tonga","cen_agri",2015,"Agriculture census","value","2015"
"TON","Tonga","svy_agri",,"Agriculture survey","value",
"TON","Tonga","cen_bizz",,"Business/establishment census","value",
"TON","Tonga","svy_bizz",,"Business/establishment survey","value",
"TON","Tonga","svy_hous",2021,"Household Survey on income/consumption/etc.","value","2021"
"TON","Tonga","svy_labr",2018,"Labor Force Survey","value","2018"
"TTO","Trinidad and Tobago","cen_popu",2011,"Population & Housing census","value","2011"
"TTO","Trinidad and Tobago","svy_hlth",2011,"Health/Demographic survey","value","2011"
"TTO","Trinidad and Tobago","cen_agri",2004,"Agriculture census","value","2004"
"TTO","Trinidad and Tobago","svy_agri",,"Agriculture survey","value",
"TTO","Trinidad and Tobago","cen_bizz",,"Business/establishment census","value",
"TTO","Trinidad and Tobago","svy_bizz",,"Business/establishment survey","value",
"TTO","Trinidad and Tobago","svy_hous",2005,"Household Survey on income/consumption/etc.","value","2005"
"TTO","Trinidad and Tobago","svy_labr",2022,"Labor Force Survey","value","2022"
"TUN","Tunisia","cen_popu",2014,"Population & Housing census","value","2014"
"TUN","Tunisia","svy_hlth",2018,"Health/Demographic survey","value","2018"
"TUN","Tunisia","cen_agri",2005,"Agriculture census","value","2005"
"TUN","Tunisia","svy_agri",2018,"Agriculture survey","value","2018"
"TUN","Tunisia","cen_bizz",,"Business/establishment census","value",
"TUN","Tunisia","svy_bizz",,"Business/establishment survey","value",
"TUN","Tunisia","svy_hous",2021,"Household Survey on income/consumption/etc.","value","2021"
"TUN","Tunisia","svy_labr",2023,"Labor Force Survey","value","2023"
"TKM","Turkmenistan","cen_popu",2022,"Population & Housing census","value","2022"
"TKM","Turkmenistan","svy_hlth",2019,"Health/Demographic survey","value","2019"
"TKM","Turkmenistan","cen_agri",,"Agriculture census","value",
"TKM","Turkmenistan","svy_agri",,"Agriculture survey","value",
"TKM","Turkmenistan","cen_bizz",,"Business/establishment census","value",
